date,state_abbr,state_full_name,positive,negative,pending,hospitalized,death,total,dateChecked
20200315,NC,North Carolina,32,227,151,,,410,2020-03-15T20:00:00Z
20200315,ND,North Dakota,1,95,4,,0,100,2020-03-15T20:00:00Z
20200315,NE,Nebraska,17,80,33,,,130,2020-03-15T20:00:00Z
20200315,NH,New Hampshire,13,271,95,,,379,2020-03-15T20:00:00Z
20200315,NJ,New Jersey,98,120,34,,2,252,2020-03-15T20:00:00Z
20200315,NM,New Mexico,13,482,,,,495,2020-03-15T20:00:00Z
20200315,NV,Nevada,21,168,164,,,353,2020-03-15T20:00:00Z
20200315,NY,New York,729,4543,,,3,5272,2020-03-15T20:00:00Z
20200315,OH,Ohio,36,139,350,,,525,2020-03-15T20:00:00Z
20200315,OK,Oklahoma,9,118,12,,,139,2020-03-15T20:00:00Z
20200315,OR,Oregon,36,420,225,,,681,2020-03-15T20:00:00Z
20200315,PA,Pennsylvania,63,205,183,,,451,2020-03-15T20:00:00Z
20200315,RI,Rhode Island,20,198,57,,,275,2020-03-15T20:00:00Z
20200315,SC,South Carolina,19,154,,,,173,2020-03-15T20:00:00Z
20200315,SD,South Dakota,9,327,6,,,342,2020-03-15T20:00:00Z
20200315,TN,Tennessee,39,157,,,,196,2020-03-15T20:00:00Z
20200315,TX,Texas,56,,,,,56,2020-03-15T20:00:00Z
20200315,UT,Utah,28,131,,,0,159,2020-03-15T20:00:00Z
20200315,VA,Virginia,45,363,,,1,408,2020-03-15T20:00:00Z
20200315,VT,Vermont,4,348,,,,352,2020-03-15T20:00:00Z
20200315,WA,Washington,642,7122,,,40,7764,2020-03-15T20:00:00Z
20200315,WI,Wisconsin,33,313,,,,346,2020-03-15T20:00:00Z
20200315,WV,West Virginia,0,38,1,,0,39,2020-03-15T20:00:00Z
20200315,WY,Wyoming,3,,,,,3,2020-03-15T20:00:00Z
20200314,AK,Alaska,1,143,,,,144,2020-03-14T20:00:00Z
20200314,AL,Alabama,6,22,46,,,74,2020-03-14T20:00:00Z
20200314,AR,Arkansas,12,65,26,,,103,2020-03-14T20:00:00Z
20200314,AZ,Arizona,12,121,50,,0,183,2020-03-14T20:00:00Z
20200314,CA,California,252,916,,,5,1168,2020-03-14T20:00:00Z
20200314,CO,Colorado,101,610,,,1,711,2020-03-14T20:00:00Z
20200314,CT,Connecticut,11,125,,,,136,2020-03-14T20:00:00Z
20200314,DC,Dist. of Columbia,10,49,10,,,69,2020-03-14T20:00:00Z
20200314,DE,Delaware,6,36,32,,,74,2020-03-14T20:00:00Z
20200314,FL,Florida,77,478,221,,3,776,2020-03-14T20:00:00Z
20200314,GA,Georgia,66,,,,1,66,2020-03-14T20:00:00Z
20200314,HI,Hawaii,2,,,,,2,2020-03-14T20:00:00Z
20200314,IA,Iowa,17,83,,,,100,2020-03-14T20:00:00Z
20200314,ID,Idaho,2,174,,,,176,2020-03-14T20:00:00Z
20200314,IL,Illinois,46,316,82,,,444,2020-03-14T20:00:00Z
20200314,IN,Indiana,15,74,,,0,89,2020-03-14T20:00:00Z
20200314,KS,Kansas,6,93,,,1,100,2020-03-14T20:00:00Z
20200314,KY,Kentucky,14,139,,,,153,2020-03-14T20:00:00Z
20200314,LA,Louisiana,69,109,,,,178,2020-03-14T20:00:00Z
20200314,MA,Massachusetts,138,352,,,,490,2020-03-14T20:00:00Z
20200314,MD,Maryland,26,94,,,,120,2020-03-14T20:00:00Z
20200314,ME,Maine,3,91,17,,,111,2020-03-14T20:00:00Z
20200314,MI,Michigan,25,205,26,,,256,2020-03-14T20:00:00Z
20200314,MN,Minnesota,21,847,,,,868,2020-03-14T20:00:00Z
20200314,MO,Missouri,4,90,,,0,94,2020-03-14T20:00:00Z
20200314,MS,Mississippi,6,84,,,,90,2020-03-14T20:00:00Z
20200314,MT,Montana,5,103,,,,108,2020-03-14T20:00:00Z
20200314,NC,North Carolina,23,137,,,,160,2020-03-14T20:00:00Z
20200314,ND,North Dakota,1,54,14,,0,69,2020-03-14T20:00:00Z
20200314,NE,Nebraska,14,80,33,,,127,2020-03-14T20:00:00Z
20200314,NH,New Hampshire,7,212,31,,,250,2020-03-14T20:00:00Z
20200314,NJ,New Jersey,50,97,80,,1,227,2020-03-14T20:00:00Z
20200314,NM,New Mexico,10,237,,,,247,2020-03-14T20:00:00Z
20200314,NV,Nevada,20,168,,,,188,2020-03-14T20:00:00Z
20200314,NY,New York,524,2779,,,,3303,2020-03-14T20:00:00Z
20200314,OH,Ohio,13,50,159,,,222,2020-03-14T20:00:00Z
20200314,OK,Oklahoma,4,36,37,,,77,2020-03-14T20:00:00Z
20200314,OR,Oregon,30,337,157,,,524,2020-03-14T20:00:00Z
20200314,PA,Pennsylvania,47,205,150,,,402,2020-03-14T20:00:00Z
20200314,RI,Rhode Island,20,198,57,,,275,2020-03-14T20:00:00Z
20200314,SC,South Carolina,13,110,,,,123,2020-03-14T20:00:00Z
20200314,SD,South Dakota,9,182,3,,,194,2020-03-14T20:00:00Z
20200314,TN,Tennessee,32,130,,,,162,2020-03-14T20:00:00Z
20200314,TX,Texas,51,,,,,51,2020-03-14T20:00:00Z
20200314,UT,Utah,6,131,,,,137,2020-03-14T20:00:00Z
20200314,VA,Virginia,30,117,,,,147,2020-03-14T20:00:00Z
20200314,VT,Vermont,4,227,,,,231,2020-03-14T20:00:00Z
20200314,WA,Washington,568,6001,,,37,6569,2020-03-14T20:00:00Z
20200314,WI,Wisconsin,19,169,,,,188,2020-03-14T20:00:00Z
20200314,WV,West Virginia,0,26,5,,,31,2020-03-14T20:00:00Z
20200314,WY,Wyoming,2,,,,,2,2020-03-14T20:00:00Z
20200313,AK,Alaska,1,59,,,,60,2020-03-13T20:00:00Z
20200313,AL,Alabama,1,11,,,,12,2020-03-13T20:00:00Z
20200313,AR,Arkansas,9,30,22,,,61,2020-03-13T20:00:00Z
20200313,AZ,Arizona,9,94,40,,0,143,2020-03-13T20:00:00Z
20200313,CA,California,202,916,,,4,1118,2020-03-13T20:00:00Z
20200313,CO,Colorado,72,524,,,,596,2020-03-13T20:00:00Z
20200313,CT,Connecticut,6,99,,,,105,2020-03-13T20:00:00Z
20200313,DC,Dist. of Columbia,10,20,,,,30,2020-03-13T20:00:00Z
20200313,DE,Delaware,4,30,10,,,44,2020-03-13T20:00:00Z
20200313,FL,Florida,50,478,221,,2,749,2020-03-13T20:00:00Z
20200313,GA,Georgia,42,,,,1,42,2020-03-13T20:00:00Z
20200313,HI,Hawaii,2,,,,,2,2020-03-13T20:00:00Z
20200313,IA,Iowa,16,83,29,,,128,2020-03-13T20:00:00Z
20200313,ID,Idaho,0,131,,,,131,2020-03-13T20:00:00Z
20200313,IL,Illinois,32,294,92,,,418,2020-03-13T20:00:00Z
20200313,IN,Indiana,12,61,,,,73,2020-03-13T20:00:00Z
20200313,KS,Kansas,6,93,,,,99,2020-03-13T20:00:00Z
20200313,KY,Kentucky,11,107,,,,118,2020-03-13T20:00:00Z
20200313,LA,Louisiana,36,37,,,,73,2020-03-13T20:00:00Z
20200313,MA,Massachusetts,123,92,,,,215,2020-03-13T20:00:00Z
20200313,MD,Maryland,17,94,,,,111,2020-03-13T20:00:00Z
20200313,ME,Maine,3,91,17,,,111,2020-03-13T20:00:00Z
20200313,MI,Michigan,16,133,26,,,175,2020-03-13T20:00:00Z
20200313,MN,Minnesota,14,541,,,,555,2020-03-13T20:00:00Z
20200313,MO,Missouri,2,71,,,,73,2020-03-13T20:00:00Z
20200313,MS,Mississippi,4,41,,,,45,2020-03-13T20:00:00Z
20200313,MT,Montana,1,55,,,,56,2020-03-13T20:00:00Z
20200313,NC,North Carolina,15,86,,,,101,2020-03-13T20:00:00Z
20200313,ND,North Dakota,1,39,12,,0,52,2020-03-13T20:00:00Z
20200313,NE,Nebraska,13,80,33,,,126,2020-03-13T20:00:00Z
20200313,NH,New Hampshire,6,94,21,,,121,2020-03-13T20:00:00Z
20200313,NJ,New Jersey,50,97,80,,1,227,2020-03-13T20:00:00Z
20200313,NM,New Mexico,10,190,,,,200,2020-03-13T20:00:00Z
20200313,NV,Nevada,11,168,,,,179,2020-03-13T20:00:00Z
20200313,NY,New York,421,2779,,,,3200,2020-03-13T20:00:00Z
20200313,OH,Ohio,13,50,159,,,222,2020-03-13T20:00:00Z
20200313,OK,Oklahoma,3,36,37,,,76,2020-03-13T20:00:00Z
20200313,OR,Oregon,30,337,157,,,524,2020-03-13T20:00:00Z
20200313,PA,Pennsylvania,33,140,130,,,303,2020-03-13T20:00:00Z
20200313,RI,Rhode Island,14,142,29,,,185,2020-03-13T20:00:00Z
20200313,SC,South Carolina,12,75,,,,87,2020-03-13T20:00:00Z
20200313,SD,South Dakota,9,73,11,,,93,2020-03-13T20:00:00Z
20200313,TN,Tennessee,26,116,,,,142,2020-03-13T20:00:00Z
20200313,TX,Texas,39,,,,,39,2020-03-13T20:00:00Z
20200313,UT,Utah,6,131,,,,137,2020-03-13T20:00:00Z
20200313,VA,Virginia,30,117,,,,147,2020-03-13T20:00:00Z
20200313,VT,Vermont,2,142,,,,144,2020-03-13T20:00:00Z
20200313,WA,Washington,457,4350,,,31,4807,2020-03-13T20:00:00Z
20200313,WI,Wisconsin,19,169,,,,188,2020-03-13T20:00:00Z
20200313,WV,West Virginia,0,17,4,,,21,2020-03-13T20:00:00Z
20200313,WY,Wyoming,1,,,,,1,2020-03-13T20:00:00Z
20200312,AK,Alaska,0,46,14,,,60,2020-03-12T20:00:00Z
20200312,AL,Alabama,0,10,,,,10,2020-03-12T20:00:00Z
20200312,AR,Arkansas,6,24,20,,,50,2020-03-12T20:00:00Z
20200312,AZ,Arizona,9,82,24,,,115,2020-03-12T20:00:00Z
20200312,CA,California,202,916,,,4,1118,2020-03-12T20:00:00Z
20200312,CO,Colorado,45,298,,,,343,2020-03-12T20:00:00Z
20200312,CT,Connecticut,6,89,,,,95,2020-03-12T20:00:00Z
20200312,DC,Dist. of Columbia,10,20,,,,30,2020-03-12T20:00:00Z
20200312,DE,Delaware,4,23,14,,,41,2020-03-12T20:00:00Z
20200312,FL,Florida,32,301,147,,2,480,2020-03-12T20:00:00Z
20200312,GA,Georgia,31,,,,,31,2020-03-12T20:00:00Z
20200312,HI,Hawaii,2,,,,,2,2020-03-12T20:00:00Z
20200312,IA,Iowa,14,67,24,,,105,2020-03-12T20:00:00Z
20200312,ID,Idaho,0,93,,,,93,2020-03-12T20:00:00Z
20200312,IL,Illinois,25,266,76,,,367,2020-03-12T20:00:00Z
20200312,IN,Indiana,12,52,,,,64,2020-03-12T20:00:00Z
20200312,KS,Kansas,4,41,,,,45,2020-03-12T20:00:00Z
20200312,KY,Kentucky,8,56,,,,64,2020-03-12T20:00:00Z
20200312,LA,Louisiana,14,37,,,,51,2020-03-12T20:00:00Z
20200312,MA,Massachusetts,95,,,,,95,2020-03-12T20:00:00Z
20200312,MD,Maryland,12,94,,,,106,2020-03-12T20:00:00Z
20200312,ME,Maine,1,65,20,,,86,2020-03-12T20:00:00Z
20200312,MI,Michigan,2,91,27,,,120,2020-03-12T20:00:00Z
20200312,MN,Minnesota,9,307,,,,316,2020-03-12T20:00:00Z
20200312,MO,Missouri,1,64,,,,65,2020-03-12T20:00:00Z
20200312,MS,Mississippi,1,41,,,,42,2020-03-12T20:00:00Z
20200312,MT,Montana,1,34,,,,35,2020-03-12T20:00:00Z
20200312,NC,North Carolina,12,60,,,,72,2020-03-12T20:00:00Z
20200312,ND,North Dakota,1,12,14,,,27,2020-03-12T20:00:00Z
20200312,NE,Nebraska,10,80,33,,,123,2020-03-12T20:00:00Z
20200312,NH,New Hampshire,6,94,21,,,121,2020-03-12T20:00:00Z
20200312,NJ,New Jersey,30,74,20,,1,124,2020-03-12T20:00:00Z
20200312,NM,New Mexico,5,155,,,,160,2020-03-12T20:00:00Z
20200312,NV,Nevada,7,168,,,,175,2020-03-12T20:00:00Z
20200312,NY,New York,216,,,,,216,2020-03-12T20:00:00Z
20200312,OH,Ohio,5,30,52,,,87,2020-03-12T20:00:00Z
20200312,OK,Oklahoma,3,36,4,,,43,2020-03-12T20:00:00Z
20200312,OR,Oregon,19,286,62,,,367,2020-03-12T20:00:00Z
20200312,PA,Pennsylvania,22,116,81,,,219,2020-03-12T20:00:00Z
20200312,RI,Rhode Island,5,94,8,,,107,2020-03-12T20:00:00Z
20200312,SC,South Carolina,10,48,,,,58,2020-03-12T20:00:00Z
20200312,SD,South Dakota,8,27,11,,,46,2020-03-12T20:00:00Z
20200312,TN,Tennessee,18,79,,,,97,2020-03-12T20:00:00Z
20200312,TX,Texas,23,,,,,23,2020-03-12T20:00:00Z
20200312,UT,Utah,4,131,,,,135,2020-03-12T20:00:00Z
20200312,VA,Virginia,17,117,,,,134,2020-03-12T20:00:00Z
20200312,VT,Vermont,2,97,,,,99,2020-03-12T20:00:00Z
20200312,WA,Washington,337,3037,,,29,3403,2020-03-12T20:00:00Z
20200312,WI,Wisconsin,8,84,,,,92,2020-03-12T20:00:00Z
20200312,WV,West Virginia,0,7,1,,,8,2020-03-12T20:00:00Z
20200312,WY,Wyoming,1,,,,,1,2020-03-12T20:00:00Z
20200311,AK,Alaska,0,46,14,,,60,2020-03-11T20:00:00Z
20200311,AL,Alabama,0,10,,,,10,2020-03-11T20:00:00Z
20200311,AR,Arkansas,0,12,14,,,26,2020-03-11T20:00:00Z
20200311,AZ,Arizona,9,59,32,,,100,2020-03-11T20:00:00Z
20200311,CA,California,157,916,,,,1073,2020-03-11T20:00:00Z
20200311,CO,Colorado,28,251,,,,279,2020-03-11T20:00:00Z
20200311,CT,Connecticut,3,71,,,,74,2020-03-11T20:00:00Z
20200311,DC,Dist. of Columbia,4,20,15,,,39,2020-03-11T20:00:00Z
20200311,DE,Delaware,1,17,2,,,20,2020-03-11T20:00:00Z
20200311,FL,Florida,28,301,147,,2,476,2020-03-11T20:00:00Z
20200311,GA,Georgia,22,,,,,22,2020-03-11T20:00:00Z
20200311,HI,Hawaii,2,,,,,2,2020-03-11T20:00:00Z
20200311,IA,Iowa,13,46,27,,,86,2020-03-11T20:00:00Z
20200311,ID,Idaho,0,67,,,,67,2020-03-11T20:00:00Z
20200311,IL,Illinois,19,244,63,,,326,2020-03-11T20:00:00Z
20200311,IN,Indiana,10,33,,,,43,2020-03-11T20:00:00Z
20200311,KS,Kansas,1,41,,,,42,2020-03-11T20:00:00Z
20200311,KY,Kentucky,8,46,,,,54,2020-03-11T20:00:00Z
20200311,LA,Louisiana,6,37,,,,43,2020-03-11T20:00:00Z
20200311,MA,Massachusetts,92,,,,,92,2020-03-11T20:00:00Z
20200311,MD,Maryland,9,94,,,,103,2020-03-11T20:00:00Z
20200311,ME,Maine,0,42,5,,,47,2020-03-11T20:00:00Z
20200311,MI,Michigan,2,57,18,,,77,2020-03-11T20:00:00Z
20200311,MN,Minnesota,5,217,,,,222,2020-03-11T20:00:00Z
20200311,MO,Missouri,1,,,,,1,2020-03-11T20:00:00Z
20200311,MS,Mississippi,0,20,,,,20,2020-03-11T20:00:00Z
20200311,MT,Montana,0,21,,,,21,2020-03-11T20:00:00Z
20200311,NC,North Carolina,7,,,,,7,2020-03-11T20:00:00Z
20200311,ND,North Dakota,0,7,6,,,13,2020-03-11T20:00:00Z
20200311,NE,Nebraska,5,47,16,,,68,2020-03-11T20:00:00Z
20200311,NH,New Hampshire,4,38,5,,,47,2020-03-11T20:00:00Z
20200311,NJ,New Jersey,24,57,20,,1,100,2020-03-11T20:00:00Z
20200311,NM,New Mexico,3,87,,,,90,2020-03-11T20:00:00Z
20200311,NV,Nevada,5,168,,,,173,2020-03-11T20:00:00Z
20200311,NY,New York,216,,,,,216,2020-03-11T20:00:00Z
20200311,OH,Ohio,4,21,24,,,49,2020-03-11T20:00:00Z
20200311,OK,Oklahoma,2,15,11,,,28,2020-03-11T20:00:00Z
20200311,OR,Oregon,19,286,62,,,367,2020-03-11T20:00:00Z
20200311,PA,Pennsylvania,15,88,54,,,157,2020-03-11T20:00:00Z
20200311,RI,Rhode Island,5,58,24,,,87,2020-03-11T20:00:00Z
20200311,SC,South Carolina,9,32,,,,41,2020-03-11T20:00:00Z
20200311,SD,South Dakota,5,13,2,,,20,2020-03-11T20:00:00Z
20200311,TN,Tennessee,7,50,,,,57,2020-03-11T20:00:00Z
20200311,TX,Texas,21,,,,,21,2020-03-11T20:00:00Z
20200311,UT,Utah,2,,,,,2,2020-03-11T20:00:00Z
20200311,VA,Virginia,9,60,,,,69,2020-03-11T20:00:00Z
20200311,VT,Vermont,1,62,,,,63,2020-03-11T20:00:00Z
20200311,WA,Washington,267,2175,,,24,2466,2020-03-11T20:00:00Z
20200311,WI,Wisconsin,3,43,,,,46,2020-03-11T20:00:00Z
20200311,WV,West Virginia,0,3,2,,,5,2020-03-11T20:00:00Z
20200311,WY,Wyoming,0,,,,,0,2020-03-11T20:00:00Z
20200310,AK,Alaska,0,23,9,,,32,2020-03-10T20:00:00Z
20200310,AL,Alabama,0,0,0,,,0,2020-03-10T20:00:00Z
20200310,AR,Arkansas,0,12,3,,,15,2020-03-10T20:00:00Z
20200310,AZ,Arizona,6,51,27,,,84,2020-03-10T20:00:00Z
20200310,CA,California,133,690,,,,823,2020-03-10T20:00:00Z
20200310,CO,Colorado,12,142,1,,,155,2020-03-10T20:00:00Z
20200310,CT,Connecticut,2,54,,,,56,2020-03-10T20:00:00Z
20200310,DC,Dist. of Columbia,5,17,2,,,24,2020-03-10T20:00:00Z
20200310,DE,Delaware,0,17,3,,,20,2020-03-10T20:00:00Z
20200310,FL,Florida,19,222,155,,,396,2020-03-10T20:00:00Z
20200310,GA,Georgia,17,,,,,17,2020-03-10T20:00:00Z
20200310,HI,Hawaii,2,,,,,2,2020-03-10T20:00:00Z
20200310,IA,Iowa,8,32,11,,,51,2020-03-10T20:00:00Z
20200310,ID,Idaho,0,41,,,,41,2020-03-10T20:00:00Z
20200310,IL,Illinois,19,244,63,,,326,2020-03-10T20:00:00Z
20200310,IN,Indiana,6,30,,,,36,2020-03-10T20:00:00Z
20200310,KS,Kansas,1,17,21,,,39,2020-03-10T20:00:00Z
20200310,KY,Kentucky,6,28,,,,34,2020-03-10T20:00:00Z
20200310,LA,Louisiana,1,11,,,,12,2020-03-10T20:00:00Z
20200310,MA,Massachusetts,92,,,,,92,2020-03-10T20:00:00Z
20200310,MD,Maryland,6,89,,,,95,2020-03-10T20:00:00Z
20200310,ME,Maine,0,20,5,,,25,2020-03-10T20:00:00Z
20200310,MI,Michigan,0,39,24,,,63,2020-03-10T20:00:00Z
20200310,MN,Minnesota,3,132,,,,135,2020-03-10T20:00:00Z
20200310,MO,Missouri,1,,,,,1,2020-03-10T20:00:00Z
20200310,MS,Mississippi,0,,,,,0,2020-03-10T20:00:00Z
20200310,MT,Montana,0,15,,,,15,2020-03-10T20:00:00Z
20200310,NC,North Carolina,7,,,,,7,2020-03-10T20:00:00Z
20200310,ND,North Dakota,0,6,2,,,8,2020-03-10T20:00:00Z
20200310,NE,Nebraska,3,47,16,,,66,2020-03-10T20:00:00Z
20200310,NH,New Hampshire,4,38,5,,,47,2020-03-10T20:00:00Z
20200310,NJ,New Jersey,15,44,20,,,79,2020-03-10T20:00:00Z
20200310,NM,New Mexico,0,69,,,,69,2020-03-10T20:00:00Z
20200310,NV,Nevada,0,14,,,,14,2020-03-10T20:00:00Z
20200310,NY,New York,173,92,,,,265,2020-03-10T20:00:00Z
20200310,OH,Ohio,3,14,15,,,32,2020-03-10T20:00:00Z
20200310,OK,Oklahoma,2,15,11,,,28,2020-03-10T20:00:00Z
20200310,OR,Oregon,15,213,67,,,295,2020-03-10T20:00:00Z
20200310,PA,Pennsylvania,12,,,,,12,2020-03-10T20:00:00Z
20200310,RI,Rhode Island,3,53,6,,,62,2020-03-10T20:00:00Z
20200310,SC,South Carolina,7,24,,,,31,2020-03-10T20:00:00Z
20200310,SD,South Dakota,0,11,0,,,11,2020-03-10T20:00:00Z
20200310,TN,Tennessee,7,,,,,7,2020-03-10T20:00:00Z
20200310,TX,Texas,13,,,,,13,2020-03-10T20:00:00Z
20200310,UT,Utah,2,,,,,2,2020-03-10T20:00:00Z
20200310,VA,Virginia,8,53,,,,61,2020-03-10T20:00:00Z
20200310,VT,Vermont,1,40,,,,41,2020-03-10T20:00:00Z
20200310,WA,Washington,162,1110,,,,1272,2020-03-10T20:00:00Z
20200310,WI,Wisconsin,2,36,,,,38,2020-03-10T20:00:00Z
20200310,WV,West Virginia,0,2,3,,,5,2020-03-10T20:00:00Z
20200310,WY,Wyoming,0,0,0,,,0,2020-03-10T20:00:00Z
20200309,AK,Alaska,0,23,9,,,32,2020-03-09T20:00:00Z
20200309,AL,Alabama,0,,,,,0,2020-03-09T20:00:00Z
20200309,AR,Arkansas,0,12,0,,,12,2020-03-09T20:00:00Z
20200309,AZ,Arizona,5,44,7,,,56,2020-03-09T20:00:00Z
20200309,CA,California,114,690,,,,804,2020-03-09T20:00:00Z
20200309,CO,Colorado,9,133,,,,142,2020-03-09T20:00:00Z
20200309,CT,Connecticut,1,46,,,,47,2020-03-09T20:00:00Z
20200309,DC,Dist. of Columbia,1,14,3,,,18,2020-03-09T20:00:00Z
20200309,DE,Delaware,0,15,3,,,18,2020-03-09T20:00:00Z
20200309,FL,Florida,18,140,115,,,273,2020-03-09T20:00:00Z
20200309,GA,Georgia,12,,,,,12,2020-03-09T20:00:00Z
20200309,HI,Hawaii,2,,,,,2,2020-03-09T20:00:00Z
20200309,IA,Iowa,3,26,8,,,37,2020-03-09T20:00:00Z
20200309,ID,Idaho,0,41,,,,41,2020-03-09T20:00:00Z
20200309,IL,Illinois,7,191,44,,,242,2020-03-09T20:00:00Z
20200309,IN,Indiana,2,,,,,2,2020-03-09T20:00:00Z
20200309,KS,Kansas,1,11,0,,,12,2020-03-09T20:00:00Z
20200309,KY,Kentucky,4,17,,,,21,2020-03-09T20:00:00Z
20200309,LA,Louisiana,1,5,,,,6,2020-03-09T20:00:00Z
20200309,MA,Massachusetts,41,,,,,41,2020-03-09T20:00:00Z
20200309,MD,Maryland,5,73,,,,78,2020-03-09T20:00:00Z
20200309,ME,Maine,0,1,,,,1,2020-03-09T20:00:00Z
20200309,MI,Michigan,0,36,11,,,47,2020-03-09T20:00:00Z
20200309,MN,Minnesota,2,80,,,,82,2020-03-09T20:00:00Z
20200309,MO,Missouri,1,,,,,1,2020-03-09T20:00:00Z
20200309,MS,Mississippi,0,,,,,0,2020-03-09T20:00:00Z
20200309,MT,Montana,0,11,0,,,11,2020-03-09T20:00:00Z
20200309,NC,North Carolina,2,,,,,2,2020-03-09T20:00:00Z
20200309,ND,North Dakota,0,0,,,,0,2020-03-09T20:00:00Z
20200309,NE,Nebraska,3,36,9,,,48,2020-03-09T20:00:00Z
20200309,NH,New Hampshire,4,38,5,,,47,2020-03-09T20:00:00Z
20200309,NJ,New Jersey,11,35,14,,,60,2020-03-09T20:00:00Z
20200309,NM,New Mexico,0,57,0,,,57,2020-03-09T20:00:00Z
20200309,NV,Nevada,1,14,,,,15,2020-03-09T20:00:00Z
20200309,NY,New York,142,92,,,,234,2020-03-09T20:00:00Z
20200309,OH,Ohio,3,11,5,,,19,2020-03-09T20:00:00Z
20200309,OK,Oklahoma,1,8,10,,,19,2020-03-09T20:00:00Z
20200309,OR,Oregon,14,165,52,,,231,2020-03-09T20:00:00Z
20200309,PA,Pennsylvania,7,,,,,7,2020-03-09T20:00:00Z
20200309,RI,Rhode Island,3,53,6,,,62,2020-03-09T20:00:00Z
20200309,SC,South Carolina,7,24,,,,31,2020-03-09T20:00:00Z
20200309,SD,South Dakota,0,5,0,,,5,2020-03-09T20:00:00Z
20200309,TN,Tennessee,3,,,,,3,2020-03-09T20:00:00Z
20200309,TX,Texas,12,,,,,12,2020-03-09T20:00:00Z
20200309,UT,Utah,1,,,,,1,2020-03-09T20:00:00Z
20200309,VA,Virginia,3,38,9,,,50,2020-03-09T20:00:00Z
20200309,VT,Vermont,1,34,,,,35,2020-03-09T20:00:00Z
20200309,WA,Washington,136,1110,,,,1246,2020-03-09T20:00:00Z
20200309,WI,Wisconsin,1,36,,,,37,2020-03-09T20:00:00Z
20200309,WV,West Virginia,0,2,3,,,5,2020-03-09T20:00:00Z
20200309,WY,Wyoming,0,,,,,0,2020-03-09T20:00:00Z
20200308,NY,New York,105,92,,,,197,2020-03-08T20:00:00Z
20200308,WA,Washington,102,640,60,,,802,2020-03-08T20:00:00Z
20200308,CA,California,88,462,,,,550,2020-03-08T20:00:00Z
20200308,FL,Florida,17,118,108,,,243,2020-03-08T20:00:00Z
20200308,OR,Oregon,14,100,53,,,167,2020-03-08T20:00:00Z
20200308,MA,Massachusetts,13,,,,,13,2020-03-08T20:00:00Z
20200308,CO,Colorado,8,104,,,,112,2020-03-08T20:00:00Z
20200308,TX,Texas,8,,,,,8,2020-03-08T20:00:00Z
20200308,GA,Georgia,7,,,,,7,2020-03-08T20:00:00Z
20200308,IL,Illinois,6,191,44,,,241,2020-03-08T20:00:00Z
20200308,NJ,New Jersey,6,31,0,,,37,2020-03-08T20:00:00Z
20200308,AZ,Arizona,5,44,7,,,56,2020-03-08T20:00:00Z
20200308,NH,New Hampshire,4,38,5,,,47,2020-03-08T20:00:00Z
20200308,PA,Pennsylvania,4,,,,,4,2020-03-08T20:00:00Z
20200308,MD,Maryland,3,52,,,,55,2020-03-08T20:00:00Z
20200308,RI,Rhode Island,3,30,12,,,45,2020-03-08T20:00:00Z
20200308,TN,Tennessee,3,,,,,3,2020-03-08T20:00:00Z
20200308,VA,Virginia,2,36,6,,,44,2020-03-08T20:00:00Z
20200308,SC,South Carolina,2,8,,,,10,2020-03-08T20:00:00Z
20200308,IN,Indiana,2,,,,,2,2020-03-08T20:00:00Z
20200308,NC,North Carolina,2,,,,,2,2020-03-08T20:00:00Z
20200308,MN,Minnesota,1,48,,,,49,2020-03-08T20:00:00Z
20200308,WI,Wisconsin,1,31,12,,,44,2020-03-08T20:00:00Z
20200308,CT,Connecticut,1,29,8,,,38,2020-03-08T20:00:00Z
20200308,VT,Vermont,1,28,,,,29,2020-03-08T20:00:00Z
20200308,NE,Nebraska,1,17,5,,,23,2020-03-08T20:00:00Z
20200308,NV,Nevada,1,14,,,,15,2020-03-08T20:00:00Z
20200308,KY,Kentucky,1,13,,,,14,2020-03-08T20:00:00Z
20200308,KS,Kansas,1,11,0,,,12,2020-03-08T20:00:00Z
20200308,DC,Dist. of Columbia,1,10,0,,,11,2020-03-08T20:00:00Z
20200308,OK,Oklahoma,1,8,2,,,11,2020-03-08T20:00:00Z
20200308,HI,Hawaii,1,,,,,1,2020-03-08T20:00:00Z
20200308,MO,Missouri,1,,,,,1,2020-03-08T20:00:00Z
20200308,UT,Utah,1,,,,,1,2020-03-08T20:00:00Z
20200308,NM,New Mexico,0,48,0,,,48,2020-03-08T20:00:00Z
20200308,MI,Michigan,0,26,10,,,36,2020-03-08T20:00:00Z
20200308,ID,Idaho,0,27,,,,27,2020-03-08T20:00:00Z
20200308,AK,Alaska,0,14,6,,,20,2020-03-08T20:00:00Z
20200308,IA,Iowa,0,15,2,,,17,2020-03-08T20:00:00Z
20200308,OH,Ohio,0,10,4,,,14,2020-03-08T20:00:00Z
20200308,MT,Montana,0,11,,,,11,2020-03-08T20:00:00Z
20200308,DE,Delaware,0,10,0,,,10,2020-03-08T20:00:00Z
20200308,AR,Arkansas,0,6,0,,,6,2020-03-08T20:00:00Z
20200308,LA,Louisiana,0,5,,,,5,2020-03-08T20:00:00Z
20200308,SD,South Dakota,0,5,0,,,5,2020-03-08T20:00:00Z
20200308,WV,West Virginia,0,2,3,,,5,2020-03-08T20:00:00Z
20200308,ME,Maine,0,1,,,,1,2020-03-08T20:00:00Z
