date,state_abbr,state_full_name,positive,negative,pending,hospitalized,death,total,dateChecked
20200308,AL,Alabama,0,,,,,0,2020-03-08T20:00:00Z
20200308,MS,Mississippi,0,,,,,0,2020-03-08T20:00:00Z
20200308,ND,North Dakota,0,0,,,,0,2020-03-08T20:00:00Z
20200308,WY,Wyoming,0,,,,,0,2020-03-08T20:00:00Z
20200307,WA,Washington,102,370,66,,,538,2020-03-07T21:00:00Z
20200307,NY,New York,76,92,236,,,404,2020-03-07T21:00:00Z
20200307,CA,California,69,462,,,,531,2020-03-07T21:00:00Z
20200307,FL,Florida,14,100,88,,,202,2020-03-07T21:00:00Z
20200307,MA,Massachusetts,13,,,,,13,2020-03-07T21:00:00Z
20200307,CO,Colorado,8,55,69,,,132,2020-03-07T21:00:00Z
20200307,TX,Texas,8,,,,,8,2020-03-07T21:00:00Z
20200307,OR,Oregon,7,77,40,,,124,2020-03-07T21:00:00Z
20200307,IL,Illinois,6,191,44,,,241,2020-03-07T21:00:00Z
20200307,GA,Georgia,6,,,,,6,2020-03-07T21:00:00Z
20200307,AZ,Arizona,5,44,7,,,56,2020-03-07T21:00:00Z
20200307,NJ,New Jersey,4,,1,,,5,2020-03-07T21:00:00Z
20200307,MD,Maryland,3,41,,,,44,2020-03-07T21:00:00Z
20200307,NH,New Hampshire,2,20,3,,,25,2020-03-07T21:00:00Z
20200307,SC,South Carolina,2,8,,,,10,2020-03-07T21:00:00Z
20200307,NC,North Carolina,2,,,,,2,2020-03-07T21:00:00Z
20200307,PA,Pennsylvania,2,,,,,2,2020-03-07T21:00:00Z
20200307,RI,Rhode Island,2,,,,,2,2020-03-07T21:00:00Z
20200307,MN,Minnesota,1,48,,,,49,2020-03-07T21:00:00Z
20200307,WI,Wisconsin,1,31,12,,,44,2020-03-07T21:00:00Z
20200307,NE,Nebraska,1,17,5,,,23,2020-03-07T21:00:00Z
20200307,NV,Nevada,1,14,,,,15,2020-03-07T21:00:00Z
20200307,KY,Kentucky,1,9,,,,10,2020-03-07T21:00:00Z
20200307,HI,Hawaii,1,,,,,1,2020-03-07T21:00:00Z
20200307,IN,Indiana,1,,,,,1,2020-03-07T21:00:00Z
20200307,OK,Oklahoma,1,,,,,1,2020-03-07T21:00:00Z
20200307,TN,Tennessee,1,,,,,1,2020-03-07T21:00:00Z
20200307,UT,Utah,1,,,,,1,2020-03-07T21:00:00Z
20200307,NM,New Mexico,0,48,0,,,48,2020-03-07T21:00:00Z
20200307,VA,Virginia,0,31,7,,,38,2020-03-07T21:00:00Z
20200307,ID,Idaho,0,27,,,,27,2020-03-07T21:00:00Z
20200307,MI,Michigan,0,18,9,,,27,2020-03-07T21:00:00Z
20200307,IA,Iowa,0,15,2,,,17,2020-03-07T21:00:00Z
20200307,VT,Vermont,0,16,,,,16,2020-03-07T21:00:00Z
20200307,AK,Alaska,0,12,2,,,14,2020-03-07T21:00:00Z
20200307,OH,Ohio,0,9,5,,,14,2020-03-07T21:00:00Z
20200307,KS,Kansas,0,11,2,,,13,2020-03-07T21:00:00Z
20200307,MT,Montana,0,11,,,,11,2020-03-07T21:00:00Z
20200307,DE,Delaware,0,10,0,,,10,2020-03-07T21:00:00Z
20200307,DC,Dist. of Columbia,0,8,1,,,9,2020-03-07T21:00:00Z
20200307,AR,Arkansas,0,6,0,,,6,2020-03-07T21:00:00Z
20200307,SD,South Dakota,0,5,0,,,5,2020-03-07T21:00:00Z
20200307,WV,West Virginia,0,2,3,,,5,2020-03-07T21:00:00Z
20200307,ME,Maine,0,1,,,,1,2020-03-07T21:00:00Z
20200307,LA,Louisiana,0,,,,,0,2020-03-07T21:00:00Z
20200307,MO,Missouri,0,,,,,0,2020-03-07T21:00:00Z
20200307,MS,Mississippi,0,,,,,0,2020-03-07T21:00:00Z
20200307,ND,North Dakota,0,0,,,,0,2020-03-07T21:00:00Z
20200307,WY,Wyoming,0,,,,,0,2020-03-07T21:00:00Z
20200307,AL,Alabama,0,,,,,0,2020-03-07T21:00:00Z
20200307,CT,Connecticut,0,,,,,0,2020-03-07T21:00:00Z
20200306,WA,Washington,79,370,,,,449,2020-03-06T21:00:00Z
20200306,CA,California,60,462,,,,522,2020-03-06T21:00:00Z
20200306,NY,New York,33,92,236,,,361,2020-03-06T21:00:00Z
20200306,FL,Florida,9,55,51,,,115,2020-03-06T21:00:00Z
20200306,MA,Massachusetts,8,,,,,8,2020-03-06T21:00:00Z
20200306,IL,Illinois,5,180,35,,,220,2020-03-06T21:00:00Z
20200306,TX,Texas,5,,,,,5,2020-03-06T21:00:00Z
20200306,AZ,Arizona,3,33,15,,,51,2020-03-06T21:00:00Z
20200306,MD,Maryland,3,26,12,,,41,2020-03-06T21:00:00Z
20200306,OR,Oregon,3,64,28,,,95,2020-03-06T21:00:00Z
20200306,CO,Colorado,2,46,30,,,78,2020-03-06T21:00:00Z
20200306,GA,Georgia,2,,,,,2,2020-03-06T21:00:00Z
20200306,NC,North Carolina,2,,,,,2,2020-03-06T21:00:00Z
20200306,NH,New Hampshire,2,20,3,,,25,2020-03-06T21:00:00Z
20200306,PA,Pennsylvania,2,,,,,2,2020-03-06T21:00:00Z
20200306,IN,Indiana,1,,,,,1,2020-03-06T21:00:00Z
20200306,NJ,New Jersey,1,,,,,1,2020-03-06T21:00:00Z
20200306,NV,Nevada,1,14,,,,15,2020-03-06T21:00:00Z
20200306,TN,Tennessee,1,,,,,1,2020-03-06T21:00:00Z
20200306,WI,Wisconsin,1,31,12,,,44,2020-03-06T21:00:00Z
20200306,AK,Alaska,0,8,1,,,9,2020-03-06T21:00:00Z
20200306,AR,Arkansas,0,6,0,,,6,2020-03-06T21:00:00Z
20200306,DC,Dist. of Columbia,0,8,1,,,9,2020-03-06T21:00:00Z
20200306,DE,Delaware,0,10,0,,,10,2020-03-06T21:00:00Z
20200306,IA,Iowa,0,15,2,,,17,2020-03-06T21:00:00Z
20200306,KS,Kansas,0,4,0,,,4,2020-03-06T21:00:00Z
20200306,KY,Kentucky,0,7,3,,,10,2020-03-06T21:00:00Z
20200306,MI,Michigan,0,8,8,,,16,2020-03-06T21:00:00Z
20200306,MN,Minnesota,0,36,,,,36,2020-03-06T21:00:00Z
20200306,NE,Nebraska,0,17,5,,,22,2020-03-06T21:00:00Z
20200306,NM,New Mexico,0,16,0,,,16,2020-03-06T21:00:00Z
20200306,OH,Ohio,0,8,2,,,10,2020-03-06T21:00:00Z
20200306,SC,South Carolina,0,5,0,,,5,2020-03-06T21:00:00Z
20200306,VA,Virginia,0,21,10,,,31,2020-03-06T21:00:00Z
20200306,VT,Vermont,0,8,,,,8,2020-03-06T21:00:00Z
20200306,WV,West Virginia,0,1,4,,,5,2020-03-06T21:00:00Z
20200305,WA,Washington,70,,,,,70,2020-03-05T21:00:00Z
20200305,CA,California,53,462,,,,515,2020-03-05T21:00:00Z
20200305,NY,New York,22,76,24,,,122,2020-03-05T21:00:00Z
20200305,FL,Florida,9,31,69,,,109,2020-03-05T21:00:00Z
20200305,IL,Illinois,5,165,27,,,197,2020-03-05T21:00:00Z
20200305,OR,Oregon,3,45,13,,,61,2020-03-05T21:00:00Z
20200305,AZ,Arizona,2,28,6,,,36,2020-03-05T21:00:00Z
20200305,GA,Georgia,2,,,,,2,2020-03-05T21:00:00Z
20200305,MA,Massachusetts,2,,,,,2,2020-03-05T21:00:00Z
20200305,NH,New Hampshire,2,16,4,,,22,2020-03-05T21:00:00Z
20200305,NC,North Carolina,1,,,,,1,2020-03-05T21:00:00Z
20200305,NJ,New Jersey,1,,,,,1,2020-03-05T21:00:00Z
20200305,NV,Nevada,1,14,,,,15,2020-03-05T21:00:00Z
20200305,TN,Tennessee,1,,,,,1,2020-03-05T21:00:00Z
20200305,TX,Texas,1,,,,,1,2020-03-05T21:00:00Z
20200305,WI,Wisconsin,1,19,6,,,26,2020-03-05T21:00:00Z
20200305,CO,Colorado,0,19,21,,,40,2020-03-05T21:00:00Z
20200305,DC,Dist. of Columbia,0,6,2,,,8,2020-03-05T21:00:00Z
20200305,MI,Michigan,0,8,0,,,8,2020-03-05T21:00:00Z
20200305,NE,Nebraska,0,17,5,,,22,2020-03-05T21:00:00Z
20200305,OH,Ohio,0,7,3,,,10,2020-03-05T21:00:00Z
20200305,SC,South Carolina,0,5,0,,,5,2020-03-05T21:00:00Z
20200305,VA,Virginia,0,18,3,,,21,2020-03-05T21:00:00Z
20200305,MD,Maryland,0,17,14,,,31,2020-03-05T21:00:00Z
20200304,AZ,Arizona,2,27,5,,,34,2020-03-04T21:00:00Z
20200304,CA,California,53,462,,,,515,2020-03-04T21:00:00Z
20200304,FL,Florida,2,24,16,,,42,2020-03-04T21:00:00Z
20200304,GA,Georgia,2,,,,,2,2020-03-04T21:00:00Z
20200304,IL,Illinois,4,124,27,,,155,2020-03-04T21:00:00Z
20200304,MA,Massachusetts,2,,,,,2,2020-03-04T21:00:00Z
20200304,NC,North Carolina,1,,,,,1,2020-03-04T21:00:00Z
20200304,NH,New Hampshire,2,10,7,,,19,2020-03-04T21:00:00Z
20200304,NY,New York,6,48,24,,,78,2020-03-04T21:00:00Z
20200304,OR,Oregon,3,29,18,,,50,2020-03-04T21:00:00Z
20200304,SC,South Carolina,0,5,0,,,5,2020-03-04T21:00:00Z
20200304,TX,Texas,1,,,,,1,2020-03-04T21:00:00Z
20200304,WA,Washington,39,,,,,39,2020-03-04T21:00:00Z
20200304,WI,Wisconsin,1,19,6,,,26,2020-03-04T21:00:00Z
